"id";"submitdate";"lastpage";"startlanguage";"seed";"startdate";"datestamp";"ipaddr";"refurl";"ID";"Messageintro";"TimeB";"Gender";"Age";"Income";"State";"Agglo";"Freqtalk";"CauseCC";"GazCC[SQ001]";"GazCC[SQ002]";"GazCC[SQ003]";"GazCC[SQ004]";"GazCC[SQ006]";"GazCC[SQ005]";"EffectsCC";"RegionCC";"GenerationCC[SQ001]";"GenerationCC[SQ002]";"GenerationCC[SQ003]";"GenerationCC[SQ004]";"GenerationCC[SQ005]";"VisioncoopCC";"Orderpcp";"CBDR";"Gdfr";"Principles[SQ001]";"Principles[SQ002]";"Principles[SQ003]";"Principles[SQ004]";"Principles[SQ005]";"RkPriciple[SQ001]";"RkPriciple[SQ002]";"RkPriciple[SQ003]";"RkPriciple[SQ004]";"RkPriciple[SQ005]";"Statements[SQ001]";"Statements[SQ002]";"Statements[SQ003]";"Statements[SQ004]";"Accountability";"History";"Ordrecas";"Randomnumber";"Test[SQ001]";"Test[SQ002]";"Test[SQ003]";"Test[SQ004]";"Case1[SQ001]";"Case1[SQ002]";"Case2[SQ001]";"Case2[SQ002]";"Case3[SQ001]";"Case3[SQ002]";"Case4[SQ001]";"Case4[SQ002]";"Case5[SQ001]";"Case5[SQ002]";"Case6[SQ001]";"Case6[SQ002]";"Coordination[SQ001]";"Coordination[SQ002]";"Coordination[SQ003]";"Coordination[SQ004]";"Reward[SQ001]";"Reward[SQ002]";"Chances";"Info";"Infono";"Educ";"CSP";"Comments";"TimeE";"Speedster";"Surveytime";"interviewtime";"groupTime12";"IDTime";"MessageintroTime";"TimeBTime";"GenderTime";"AgeTime";"IncomeTime";"StateTime";"AggloTime";"groupTime8";"FreqtalkTime";"CauseCCTime";"GazCCTime";"EffectsCCTime";"RegionCCTime";"GenerationCCTime";"VisioncoopCCTime";"groupTime9";"OrderpcpTime";"CBDRTime";"GdfrTime";"PrinciplesTime";"RkPricipleTime";"StatementsTime";"AccountabilityTime";"HistoryTime";"groupTime10";"OrdrecasTime";"RandomnumberTime";"TestTime";"Case1Time";"Case2Time";"Case3Time";"Case4Time";"Case5Time";"Case6Time";"groupTime13";"CoordinationTime";"RewardTime";"ChancesTime";"InfoTime";"InfonoTime";"groupTime14";"EducTime";"CSPTime";"CommentsTime";"TimeETime";"SpeedsterTime";"SurveytimeTime"
"1394";"2020-07-22 20:59:39";"43";"fr";"1989025204";"2020-07-22 20:45:38";"2020-07-22 20:59:39";"77.140.106.107";"https://s.cint.com/Survey/Fingerprint/7f5b26d8-7091-7a99-34f8-1170b64d4b1a";"7f5b26d8-7091-7a99-34f8-1170b64d4b1a";"";"1595443547";"Une femme";"55-64 ans";"Moins de 20 000 euros";"76";"100 000 habitants et plus";"Plusieurs fois par an";"est principalement dû à la variabilité climatique naturelle";"Oui";"Oui";"Non";"Non";"Non";"Oui";"Importants";"Similaires dans les deux régions";"Non";"Non";"Non";"Oui";"Non";"Les principes de justice climatique devraient être déterminés au niveau international, même si cela peut empêcher les pays de défendre les intérêts de leurs populations";"3";"Les pays ont des responsabilités communes mais différenciées. Mais s'il fallait choisir l'un ou l'autre, je considèrerais qu'ils ont plutôt des responsabilités différenciées, c'est à dire que certains pays doivent faire nettement plus d'efforts que d'autres pour lutter contre le changement climatique.";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Non";"Oui";"Oui";"Non";"Non";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Les pays devraient être tenus responsables des émissions de carbone associées à tous les produits qu’ils consomment, y compris les émissions ayant lieu à l’étranger des produits qu’ils consomment";"Les pays devraient être tenus responsables de leurs émissions passées depuis 1990 (année à partir de laquelle il était scientifiquement établi que le changement climatique est réel et causé par les activités humaines)";"4";"2";"Faux";"Vrai";"Faux";"Vrai";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Tout à fait d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"entre 1 et 10%";"Je ne sais pas";"";"Diplôme du supérieur court (niveau bac + 2)";"Retraité";"";"1595444379";"Non";"N";"854.59";"";"";"9.8";"";"5.09";"5";"5.31";"8.72";"7.48";"";"9.08";"10.13";"17.16";"11.46";"8.97";"15.23";"26.39";"";"";"18.12";"13.53";"50.68";"26.26";"27.02";"12.5";"20.21";"";"";"";"191.53";"25.83";"17.68";"27.81";"21.83";"60.17";"41.44";"";"63.32";"51";"16.52";"9.69";"";"";"6.5";"6.16";"6.97";"";"";""
"1395";"2020-07-22 21:01:00";"43";"fr";"1955606051";"2020-07-22 20:45:43";"2020-07-22 21:01:00";"91.175.240.200";"https://s.cint.com/Survey/Fingerprint/b363c582-c5e8-9851-0ca2-f248ec368850";"b363c582-c5e8-9851-0ca2-f248ec368850";"";"1595443554";"Une femme";"45-54 ans";"De 50 001 à 75 000 euros";"83";"De 20 000 à 99 999 habitants";"Plusieurs fois par an";"est principalement dû à la variabilité climatique naturelle";"Oui";"Oui";"Non";"Non";"Non";"Non";"Importants";"Similaires dans les deux régions";"Non";"Non";"Oui";"Non";"Non";"Les principes de justice climatique devraient être déterminés au niveau international, même si cela peut empêcher les pays de défendre les intérêts de leurs populations";"3";"Les pays ont des responsabilités communes mais différenciées. Mais s'il fallait choisir l'un ou l'autre, je considèrerais qu'ils ont plutôt des responsabilités différenciées, c'est à dire que certains pays doivent faire nettement plus d'efforts que d'autres pour lutter contre le changement climatique.";"Plutôt d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Non";"Oui";"Oui";"Non";"Non";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Les pays devraient être tenus responsables des émissions de carbone associées à tous les produits qu’ils consomment, y compris les émissions ayant lieu à l’étranger des produits qu’ils consomment";"Les pays doivent être tenus responsables de leurs émissions passées depuis 1850 (année à partir de laquelle les sociétés ont commencé à émettre de grandes quantités de carbone dans l’atmosphère)";"4";"1";"Faux";"Vrai";"Faux";"Vrai";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"entre 11 et 49%";"Oui";"";"Diplôme du supérieur court (niveau bac + 2)";"Cadre, enseignant, profession intermédiaire";"Non";"1595444460";"Non";"N";"929.15";"";"";"11.77";"";"3.49";"5.46";"4.83";"25.02";"6.8";"";"30.27";"220.59";"18.43";"16.79";"11.13";"14.69";"21.92";"";"";"24.08";"7.26";"52.97";"20.11";"16.21";"9.52";"14.32";"";"";"";"90.54";"18.31";"35.63";"17.49";"15.15";"46.27";"8.96";"";"37.99";"30.41";"16.29";"6.05";"";"";"6.98";"17.27";"46.15";"";"";""
"1400";"2020-07-22 20:58:23";"43";"fr";"1841539631";"2020-07-22 20:46:32";"2020-07-22 20:58:23";"91.168.56.240";"https://s.cint.com/Survey/Fingerprint/d7e34bd9-c717-1608-8cf9-7cc8ee49f617";"d7e34bd9-c717-1608-8cf9-7cc8ee49f617";"";"1595443718";"Une femme";"45-54 ans";"Plus de 75 000 euros";"26";"De 20 000 à 99 999 habitants";"Plusieurs fois par an";"est principalement dû à la variabilité climatique naturelle";"Oui";"Oui";"Non";"Non";"Oui";"Oui";"Importants";"Similaires dans les deux régions";"Non";"Non";"Oui";"Non";"Non";"Les principes de justice climatique ne devraient jamais passer avant les intérêts nationaux, même si cela peut entraver l’action contre le changement climatique";"3";"Les pays ont des responsabilités communes mais différenciées. Mais s'il fallait choisir l'un ou l'autre, je considèrerais qu'ils ont plutôt des responsabilités communes, c'est à dire que tous les pays, sans exception, devraient agir pour lutter contre le changement climatique.";"Pas du tout d'accord";"Pas du tout d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Pas du tout d'accord";"Pas du tout d'accord";"Non";"Oui";"Oui";"Non";"Non";"Pas du tout d'accord";"Pas du tout d'accord";"Plutôt pas d'accord";"Pas du tout d'accord";"Les pays devraient être tenus responsables uniquement des émissions de carbone ayant lieu sur leur territoire";"Les pays devraient être tenus responsables uniquement de leurs émissions actuelles";"4";"2";"Faux";"Vrai";"Vrai";"Vrai";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Pas du tout d'accord";"Tout à fait d'accord";"Plutôt d'accord";"Plutôt d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"entre 11 et 49%";"Je ne sais pas";"";"Diplôme du supérieur long (supérieur à bac + 2)";"Cadre supérieur, profession libérale (médecin, dentiste, avocat etc)";"";"1595444303";"Non";"N";"727.31";"";"";"126.45";"";"5.25";"4.52";"4.29";"6.48";"5.31";"";"9.31";"7.69";"22.38";"12.81";"10.78";"21.38";"22.42";"";"";"19.36";"16.9";"41.1";"23.68";"46.85";"22.31";"9.6";"";"";"";"103.04";"6.58";"24.51";"8.14";"7.67";"6.99";"5.9";"";"30.56";"36.74";"27.47";"8.62";"";"";"4.74";"6.08";"11.4";"";"";""
"1404";"2020-07-22 21:20:40";"43";"fr";"1769354648";"2020-07-22 20:47:38";"2020-07-22 21:20:40";"84.100.47.54";"https://s.cint.com/Survey/Fingerprint/e80fe1e6-a9f8-bc76-60c6-d6241026e434";"e80fe1e6-a9f8-bc76-60c6-d6241026e434";"";"1595443669";"Une femme";"45-54 ans";"Moins de 20 000 euros";"13";"100 000 habitants et plus";"Plusieurs fois par mois";"est principalement dû aux activités humaines";"Oui";"Oui";"Oui";"Oui";"Oui";"Oui";"Désastreux";"Similaires dans les deux régions";"Oui";"Oui";"Oui";"Oui";"Non";"Les principes de justice climatique devraient être déterminés au niveau international, même si cela peut empêcher les pays de défendre les intérêts de leurs populations";"3";"Les pays ont des responsabilités communes mais différenciées. Mais s'il fallait choisir l'un ou l'autre, je considèrerais qu'ils ont plutôt des responsabilités communes, c'est à dire que tous les pays, sans exception, devraient agir pour lutter contre le changement climatique.";"Plutôt pas d'accord";"Plutôt d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Pas du tout d'accord";"Pas du tout d'accord";"Non";"Oui";"Oui";"Non";"Non";"Pas du tout d'accord";"Pas du tout d'accord";"Pas du tout d'accord";"Pas du tout d'accord";"Les pays devraient être tenus responsables des émissions de carbone associées à tous les produits qu’ils consomment, y compris les émissions ayant lieu à l’étranger des produits qu’ils consomment";"Les pays doivent être tenus responsables de leurs émissions passées depuis 1850 (année à partir de laquelle les sociétés ont commencé à émettre de grandes quantités de carbone dans l’atmosphère)";"4";"2";"Faux";"Vrai";"Faux";"Vrai";"Pas du tout d'accord";"Tout à fait d'accord";"Pas du tout d'accord";"Tout à fait d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Tout à fait d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"entre 50 et 90%";"Je ne sais pas";"";"Baccalauréat, brevet professionnel ou équivalent";"Employé (bureau, commerces, services, santé...)";"";"1595445640";"Non";"N";"1996.86";"";"";"11.98";"";"9.55";"8.23";"7.58";"8.61";"9.36";"";"16.18";"11.3";"26.08";"14.17";"14.89";"19.97";"36.62";"";"";"58.69";"31.95";"88.28";"51.86";"48.49";"33.64";"29.43";"";"";"";"935.62";"73.38";"15.51";"16.22";"156.41";"21.83";"11.87";"";"70.39";"61.21";"57.21";"14.44";"";"";"10.03";"7.11";"8.77";"";"";""
"1407";"2020-07-22 21:37:41";"43";"fr";"2077793521";"2020-07-22 20:47:53";"2020-07-22 21:37:41";"82.241.170.171";"https://s.cint.com/Survey/Fingerprint/286d8bc8-1104-da45-02e8-bc4691c6a018";"286d8bc8-1104-da45-02e8-bc4691c6a018";"";"1595444522";"Un homme";"55-64 ans";"De 35 001 à 50 000 euros";"93";"De 20 000 à 99 999 habitants";"Presque jamais";"est principalement dû à la variabilité climatique naturelle";"Oui";"Oui";"Non";"Oui";"Oui";"Oui";"Importants";"Similaires dans les deux régions";"Non";"Non";"Non";"Oui";"Non";"Les principes de justice climatique ne devraient jamais passer avant les intérêts nationaux, même si cela peut entraver l’action contre le changement climatique";"3";"Les pays ont des responsabilités communes mais différenciées. Mais s'il fallait choisir l'un ou l'autre, je considèrerais qu'ils ont plutôt des responsabilités différenciées, c'est à dire que certains pays doivent faire nettement plus d'efforts que d'autres pour lutter contre le changement climatique.";"Plutôt pas d'accord";"Plutôt d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Non";"Oui";"Oui";"Non";"Non";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Les pays devraient être tenus responsables des émissions de carbone associées à tous les produits qu’ils consomment, y compris les émissions ayant lieu à l’étranger des produits qu’ils consomment";"Les pays devraient être tenus responsables uniquement de leurs émissions actuelles";"4";"1";"Faux";"Vrai";"Faux";"Vrai";"Plutôt pas d'accord";"Plutôt d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Plutôt d'accord";"Tout à fait d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"entre 50 et 90%";"Je ne sais pas";"";"Diplôme du supérieur court (niveau bac + 2)";"Cadre, enseignant, profession intermédiaire";"";"1595446661";"Non";"N";"3001.8";"";"";"849.66";"";"920.14";"80.33";"7.43";"21.05";"15.81";"";"14.64";"7.54";"15.68";"11.07";"11.85";"14.45";"29.12";"";"";"12.24";"13.88";"35.98";"22.11";"30.32";"20.43";"14.87";"";"";"";"108.76";"34.63";"44.17";"262.99";"21.36";"52.24";"34.06";"";"99.94";"48";"89.31";"13.84";"";"";"10.57";"29.03";"4.3";"";"";""
"1411";"2020-07-22 21:01:31";"43";"fr";"510554380";"2020-07-22 20:49:11";"2020-07-22 21:01:31";"109.19.245.75";"https://s.cint.com/Survey/Fingerprint/ba2dd849-081a-848c-4269-ef06ff463887?sq=1";"ba2dd849-081a-848c-4269-ef06ff463887";"";"1595443755";"Une femme";"45-54 ans";"Moins de 20 000 euros";"78";"J'habite en agglomération parisienne";"Plusieurs fois par mois";"est principalement dû aux activités humaines";"Oui";"Oui";"Non";"Non";"Non";"Oui";"Désastreux";"Similaires dans les deux régions";"Oui";"Oui";"Oui";"Oui";"Non";"Les principes de justice climatique devraient être déterminés au niveau international, même si cela peut empêcher les pays de défendre les intérêts de leurs populations";"4";"Les pays ont des responsabilités communes mais différenciées. Mais s'il fallait choisir l'un ou l'autre, je considèrerais qu'ils ont plutôt des responsabilités communes, c'est à dire que tous les pays, sans exception, devraient agir pour lutter contre le changement climatique.";"Tout à fait d'accord";"Pas du tout d'accord";"Tout à fait d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Pas du tout d'accord";"Non";"Oui";"Non";"Oui";"Non";"Pas du tout d'accord";"Pas du tout d'accord";"Pas du tout d'accord";"Pas du tout d'accord";"Les pays devraient être tenus responsables des émissions de carbone associées à tous les produits qu’ils consomment, y compris les émissions ayant lieu à l’étranger des produits qu’ils consomment";"Les pays doivent être tenus responsables de leurs émissions passées depuis 1850 (année à partir de laquelle les sociétés ont commencé à émettre de grandes quantités de carbone dans l’atmosphère)";"3";"2";"Faux";"Vrai";"Faux";"Vrai";"Plutôt pas d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Pas du tout d'accord";"Pas du tout d'accord";"Pas du tout d'accord";"Pas du tout d'accord";"Plutôt d'accord";"entre 11 et 49%";"Je ne sais pas";"";"Diplôme du supérieur court (niveau bac + 2)";"Cadre, enseignant, profession intermédiaire";"";"1595444491";"Non";"N";"751.1";"";"";"4.51";"";"6.06";"4.97";"7.35";"8.48";"7.71";"";"8.93";"8.22";"12.17";"13.24";"9.08";"18.22";"13.33";"";"";"24.02";"15.33";"56.17";"47.69";"31.89";"11.18";"19.19";"";"";"";"150.13";"21.14";"60.01";"16.5";"14.96";"16.56";"27.94";"";"22.76";"47.21";"11.22";"11.2";"";"";"7.18";"9.29";"7.26";"";"";""
"1420";"2020-07-22 21:02:57";"43";"fr";"1637527977";"2020-07-22 20:51:51";"2020-07-22 21:02:57";"37.164.23.19";"https://s.cint.com/Survey/Fingerprint/9286321d-4730-1a59-923c-05ad24d0f7e2";"9286321d-4730-1a59-923c-05ad24d0f7e2";"";"1595443920";"Une femme";"18-24 ans";"Plus de 75 000 euros";"75";"J'habite en agglomération parisienne";"Plusieurs fois par semaine";"est principalement dû aux activités humaines";"Oui";"Oui";"Non";"Non";"Oui";"Oui";"Désastreux";"Les Etats-Unis";"Non";"Non";"Oui";"Non";"Non";"Les principes de justice climatique devraient être déterminés au niveau international, même si cela peut empêcher les pays de défendre les intérêts de leurs populations";"4";"Les pays ont des responsabilités communes mais différenciées. Mais s'il fallait choisir l'un ou l'autre, je considèrerais qu'ils ont plutôt des responsabilités différenciées, c'est à dire que certains pays doivent faire nettement plus d'efforts que d'autres pour lutter contre le changement climatique.";"Pas du tout d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Pas du tout d'accord";"Tout à fait d'accord";"Plutôt d'accord";"Oui";"Non";"Non";"Oui";"Non";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Les pays devraient être tenus responsables des émissions de carbone associées à tous les produits qu’ils consomment, y compris les émissions ayant lieu à l’étranger des produits qu’ils consomment";"Les pays doivent être tenus responsables de leurs émissions passées depuis 1850 (année à partir de laquelle les sociétés ont commencé à émettre de grandes quantités de carbone dans l’atmosphère)";"3";"2";"Vrai";"Vrai";"Faux";"Vrai";"Pas du tout d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Pas du tout d'accord";"Plutôt pas d'accord";"Pas du tout d'accord";"entre 1 et 10%";"Non";"Les initiatives et projets de long terme commencés par pays";"Diplôme du supérieur long (supérieur à bac + 2)";"Employé (bureau, commerces, services, santé...)";"";"1595444577";"Non";"N";"684.41";"";"";"9.75";"";"4.5";"4.88";"8.47";"8.35";"4.66";"";"6.72";"5.41";"11.25";"7.23";"9.9";"13.19";"28.76";"";"";"17.4";"14.15";"44.83";"29.11";"33.29";"15.84";"14.31";"";"";"";"79.71";"23.92";"24.43";"42.92";"25.38";"35.27";"23.39";"";"33.17";"34.28";"17.52";"6.64";"28.81";"";"5.83";"6.27";"4.87";"";"";""
"1426";"2020-07-22 21:01:02";"43";"fr";"1455516578";"2020-07-22 20:53:51";"2020-07-22 21:01:02";"82.120.192.182";"https://s.cint.com/Survey/Fingerprint/cfed4f85-c0fe-644e-f9a4-78c6783ae87e";"cfed4f85-c0fe-644e-f9a4-78c6783ae87e";"";"1595444033";"Une femme";"18-24 ans";"Moins de 20 000 euros";"49";"100 000 habitants et plus";"Plusieurs fois par semaine";"est principalement dû aux activités humaines";"Oui";"Oui";"Non";"Non";"Non";"Oui";"Désastreux";"Les Etats-Unis";"Non";"Non";"Oui";"Oui";"Non";"Les principes de justice climatique devraient être déterminés au niveau international, même si cela peut empêcher les pays de défendre les intérêts de leurs populations";"3";"Les pays ont des responsabilités communes mais différenciées. Mais s'il fallait choisir l'un ou l'autre, je considèrerais qu'ils ont plutôt des responsabilités communes, c'est à dire que tous les pays, sans exception, devraient agir pour lutter contre le changement climatique.";"Plutôt d'accord";"Plutôt pas d'accord";"Tout à fait d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Oui";"Oui";"Non";"Non";"Non";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Les pays devraient être tenus responsables des émissions de carbone associées à tous les produits qu’ils consomment, y compris les émissions ayant lieu à l’étranger des produits qu’ils consomment";"Les pays doivent être tenus responsables de leurs émissions passées depuis 1850 (année à partir de laquelle les sociétés ont commencé à émettre de grandes quantités de carbone dans l’atmosphère)";"4";"1";"Faux";"Vrai";"Faux";"Faux";"Plutôt pas d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"entre 1 et 10%";"Non";"";"Baccalauréat, brevet professionnel ou équivalent";"Etudiant";"";"1595444462";"Non";"N";"445.98";"";"";"2.59";"";"5.2";"3.65";"3.89";"6.39";"4.92";"";"5.72";"6.2";"19.15";"8.04";"8.54";"14.39";"12.63";"";"";"18.46";"8.42";"42.75";"34.59";"26.82";"9.13";"16.53";"";"";"";"68.29";"13.04";"8.13";"13.87";"8.17";"9.35";"10.22";"";"19.6";"12.59";"6.12";"6.45";"2.25";"";"4.19";"3.6";"2.1";"";"";""
"1428";"2020-07-22 21:03:33";"43";"fr";"1818126065";"2020-07-22 20:54:35";"2020-07-22 21:03:33";"37.170.181.118";"https://s.cint.com/Survey/Fingerprint/41ba8ec2-1a3e-d3c4-d5e2-b991c5ef5310";"41ba8ec2-1a3e-d3c4-d5e2-b991c5ef5310";"";"1595444091";"Une femme";"35-44 ans";"Moins de 20 000 euros";"13";"100 000 habitants et plus";"Presque jamais";"est principalement dû aux activités humaines";"Oui";"Non";"Non";"Non";"Non";"Non";"Désastreux";"Similaires dans les deux régions";"Non";"Non";"Oui";"Non";"Non";"Les principes de justice climatique devraient être déterminés au niveau international, même si cela peut empêcher les pays de défendre les intérêts de leurs populations";"4";"Les pays ont des responsabilités communes mais différenciées. Mais s'il fallait choisir l'un ou l'autre, je considèrerais qu'ils ont plutôt des responsabilités communes, c'est à dire que tous les pays, sans exception, devraient agir pour lutter contre le changement climatique.";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Non";"Oui";"Oui";"Non";"Non";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Les pays devraient être tenus responsables des émissions de carbone associées à tous les produits qu’ils consomment, y compris les émissions ayant lieu à l’étranger des produits qu’ils consomment";"Les pays devraient être tenus responsables de leurs émissions passées depuis 1990 (année à partir de laquelle il était scientifiquement établi que le changement climatique est réel et causé par les activités humaines)";"3";"2";"Faux";"Vrai";"Vrai";"Vrai";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"entre 11 et 49%";"Je ne sais pas";"";"CAP, BEP ou équivalent";"Autre (sans emploi, homme ou femme au foyer...)";"";"1595444613";"Non";"N";"555.95";"";"";"16.41";"";"7.54";"7.82";"7.65";"10.43";"6.43";"";"7.56";"8.63";"17.36";"9.59";"11.81";"14.79";"18.11";"";"";"16.17";"11.2";"39.43";"22.42";"30.11";"11.64";"18.42";"";"";"";"88.7";"10.57";"23.8";"13.35";"14.89";"14.2";"11.84";"";"22.75";"14.63";"13.82";"9.7";"";"";"8.33";"9.34";"6.51";"";"";""
"1451";"2020-07-22 21:14:52";"43";"fr";"1230516498";"2020-07-22 21:02:52";"2020-07-22 21:14:52";"176.165.5.229";"https://s.cint.com/Survey/Fingerprint/8f29fdb7-df1b-4008-4797-ca0244a5724b";"8f29fdb7-df1b-4008-4797-ca0244a5724b";"";"1595444575";"Une femme";"55-64 ans";"Moins de 20 000 euros";"30";"De 20 000 à 99 999 habitants";"Plusieurs fois par mois";"est principalement dû aux activités humaines";"Oui";"Oui";"Non";"Non";"Oui";"Non";"Désastreux";"Similaires dans les deux régions";"Non";"Non";"Oui";"Oui";"Non";"Les principes de justice climatique devraient être déterminés au niveau international, même si cela peut empêcher les pays de défendre les intérêts de leurs populations";"3";"Les pays ont des responsabilités communes mais différenciées. Mais s'il fallait choisir l'un ou l'autre, je considèrerais qu'ils ont plutôt des responsabilités communes, c'est à dire que tous les pays, sans exception, devraient agir pour lutter contre le changement climatique.";"Pas du tout d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Plutôt d'accord";"Tout à fait d'accord";"Non";"Oui";"Oui";"Non";"Non";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Les pays devraient être tenus responsables des émissions de carbone associées à tous les produits qu’ils consomment, y compris les émissions ayant lieu à l’étranger des produits qu’ils consomment";"Les pays devraient être tenus responsables de leurs émissions passées depuis 1990 (année à partir de laquelle il était scientifiquement établi que le changement climatique est réel et causé par les activités humaines)";"4";"1";"Faux";"Vrai";"Faux";"Vrai";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"entre 50 et 90%";"Je ne sais pas";"";"Baccalauréat, brevet professionnel ou équivalent";"Employé (bureau, commerces, services, santé...)";"Tous les pays devraient faire un effort pour le changement climatique et arrêter d'arracher les arbres car nous allons à notre destruction";"1595445292";"Non";"N";"735.99";"";"";"3.79";"";"4.12";"4.18";"4.61";"10.26";"12";"";"7.72";"10.81";"21.99";"6.62";"8.75";"24.1";"18.64";"";"";"14.8";"21.34";"52.11";"42.09";"39.86";"21.27";"26.86";"";"";"";"105.8";"12.03";"9.43";"23.52";"13.48";"30.78";"40.15";"";"42.83";"18.06";"18.92";"7.47";"";"";"6.75";"6.81";"44.04";"";"";""
