"id";"submitdate";"lastpage";"startlanguage";"seed";"startdate";"datestamp";"ipaddr";"refurl";"ID";"Messageintro";"TimeB";"Gender";"Age";"Income";"State";"Agglo";"Freqtalk";"CauseCC";"GazCC[SQ001]";"GazCC[SQ002]";"GazCC[SQ003]";"GazCC[SQ004]";"GazCC[SQ006]";"GazCC[SQ005]";"EffectsCC";"RegionCC";"GenerationCC[SQ001]";"GenerationCC[SQ002]";"GenerationCC[SQ003]";"GenerationCC[SQ004]";"GenerationCC[SQ005]";"VisioncoopCC";"Orderpcp";"CBDR";"Gdfr";"Principles[SQ001]";"Principles[SQ002]";"Principles[SQ003]";"Principles[SQ004]";"Principles[SQ005]";"RkPrinciple[SQ001]";"RkPrinciple[SQ002]";"RkPrinciple[SQ003]";"RkPrinciple[SQ004]";"RkPrinciple[SQ005]";"Statements[SQ001]";"Statements[SQ002]";"Statements[SQ003]";"Statements[SQ004]";"Accountability";"History";"Ordrecas";"Randomnumber";"Test[SQ001]";"Test[SQ002]";"Test[SQ003]";"Test[SQ004]";"Case1[SQ001]";"Case1[SQ002]";"Case2[SQ001]";"Case2[SQ002]";"Case3[SQ001]";"Case3[SQ002]";"Case4[SQ001]";"Case4[SQ002]";"Case5[SQ001]";"Case5[SQ002]";"Case6[SQ001]";"Case6[SQ002]";"Coordination[SQ001]";"Coordination[SQ002]";"Coordination[SQ003]";"Coordination[SQ004]";"Reward[SQ001]";"Reward[SQ002]";"Chances";"Chances[other]";"Info";"Infono";"Educ";"CSP";"Comments";"TimeE";"Speedster";"Surveytime";"interviewtime";"groupTime7";"IDTime";"MessageintroTime";"TimeBTime";"GenderTime";"AgeTime";"IncomeTime";"StateTime";"AggloTime";"groupTime3";"FreqtalkTime";"CauseCCTime";"GazCCTime";"EffectsCCTime";"RegionCCTime";"GenerationCCTime";"VisioncoopCCTime";"groupTime4";"OrderpcpTime";"CBDRTime";"GdfrTime";"PrinciplesTime";"RkPrincipleTime";"StatementsTime";"AccountabilityTime";"HistoryTime";"groupTime5";"OrdrecasTime";"RandomnumberTime";"TestTime";"Case1Time";"Case2Time";"Case3Time";"Case4Time";"Case5Time";"Case6Time";"groupTime6";"CoordinationTime";"RewardTime";"ChancesTime";"InfoTime";"InfonoTime";"groupTime11";"EducTime";"CSPTime";"CommentsTime";"TimeETime";"SpeedsterTime";"SurveytimeTime"
"1716";"2020-07-29 04:33:32";"43";"en";"28943474";"2020-07-29 04:24:33";"2020-07-29 04:33:32";"24.209.184.105";"https://s.cint.com/Survey/Fingerprint/00d8e714-5bcd-32db-9e33-d0f3438b39ed?cpx.con=1";"00d8e714-5bcd-32db-9e33-d0f3438b39ed";"";"1595989509";"A man";"18-24";"Less than $20,000";"Wisconsin - WI";"In an urban area of a big city";"Several times a week";"is mainly due to natural climate variability";"Yes";"Yes";"No";"No";"Yes";"No";"Insignificant";"Similar consequences in both regions";"No";"No";"Yes";"No";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"4";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I rather agree";"I rather agree";"I rather agree";"I strongly agree";"I rather agree";"I rather disagree";"No";"Yes";"No";"No";"Yes";"I rather disagree";"I strongly agree";"I rather agree";"I strongly agree";"Countries should be held accountable for the carbon emissions of all the products they consume, including the emissions of imported products that occur abroad";"Countries should be held accountable for their historical emissions since 1990, when it was scientifically established that climate change was real and caused by human activities";"3";"2";"False";"True";"True";"True";"I rather agree";"I rather disagree";"I strongly agree";"I rather agree";"I strongly agree";"I rather agree";"I strongly agree";"I strongly agree";"I strongly agree";"I rather agree";"I strongly agree";"I rather disagree";"I strongly disagree";"I partially agree";"I partially disagree";"I partially disagree";"I partially agree";"I partially disagree";"11 to 49%";"";"I do not know";"";"High school completion or higher";"Student";"";"1595990012";"No";"N";"553.16";"";"";"36.57";"";"12.26";"5.93";"4.8";"7.2";"5.09";"";"5.12";"11.74";"13.52";"6.52";"10.25";"22";"19.25";"";"";"16.15";"16.36";"14.62";"7.26";"88.58";"5.62";"24.39";"";"";"";"101.9";"5.19";"6.82";"5.53";"7.34";"8.11";"14.17";"";"22.38";"10.7";"10.11";"6.9";"";"";"8.11";"6.31";"6.36";"";"";""
"1717";"2020-07-29 05:07:40";"43";"en";"892235343";"2020-07-29 05:00:43";"2020-07-29 05:07:40";"174.27.127.29";"https://s.cint.com/Survey/Fingerprint/025435da-87af-d9c8-11fd-027f1ca3010d?cpx.con=1";"025435da-87af-d9c8-11fd-027f1ca3010d";"";"1595991649";"A man";"18-24";"$40,000 to $74,999";"Idaho - ID";"In a suburban area on the outskirts of a big city, or in a medium-sized city";"Several times a month";"is mainly due to human activity";"Yes";"Yes";"No";"No";"No";"No";"Significant";"Similar consequences in both regions";"No";"No";"Yes";"Yes";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"3";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I rather disagree";"I rather agree";"I rather agree";"I strongly agree";"I rather disagree";"I rather agree";"No";"Yes";"Yes";"No";"No";"I rather disagree";"I rather disagree";"I rather agree";"I rather agree";"Countries should be held accountable for the carbon emissions of all the products they consume, including the emissions of imported products that occur abroad";"Countries should be held for their historical emissions since 1850, when humans started emitting large quantities of carbon in the atmosphere";"4";"2";"True";"True";"True";"True";"I strongly disagree";"I rather agree";"I rather disagree";"I rather agree";"I rather disagree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I strongly disagree";"I strongly agree";"I partially agree";"I partially agree";"I strongly agree";"I partially agree";"11 to 49%";"";"Yes";"";"High school completion or higher";"Student";"";"1595992060";"No";"N";"435.32";"";"";"6.4";"";"3.29";"3.23";"5.13";"6.14";"3.53";"";"4.17";"13.58";"11.65";"7.73";"8.38";"9.15";"10.9";"";"";"22.89";"9.68";"30.53";"30.71";"20.48";"7.39";"8.86";"";"";"";"44.75";"15.38";"13.84";"20.82";"13.42";"15.93";"10.78";"";"31.41";"16.89";"6.54";"4.28";"";"";"5.22";"5.32";"6.92";"";"";""
"1718";"2020-07-29 05:12:31";"43";"en";"2084691435";"2020-07-29 05:01:40";"2020-07-29 05:12:31";"98.176.138.209";"https://s.cint.com/Survey/Fingerprint/031b1e06-ebcf-f3a7-5e21-2930eec1adff?cpx.con=1";"031b1e06-ebcf-f3a7-5e21-2930eec1adff";"";"1595991709";"A man";"25-34";"$40,000 to $74,999";"California - CA";"In a suburban area on the outskirts of a big city, or in a medium-sized city";"Several times a month";"is mainly due to human activity";"Yes";"Yes";"No";"No";"No";"No";"Significant";"The USA";"Yes";"No";"No";"No";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"3";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold differentiated responsibilities, which means that some should make more efforts than others to combat climate change.";"I rather disagree";"I rather agree";"I strongly agree";"I rather agree";"I rather agree";"I strongly agree";"Yes";"Yes";"No";"No";"No";"I rather agree";"I rather agree";"I rather agree";"I strongly agree";"Countries should be held accountable for the carbon emissions of all the products they consume, including the emissions of imported products that occur abroad";"Countries should only be held accountable for their current emissions";"4";"2";"False";"True";"True";"True";"I rather agree";"I rather disagree";"I strongly disagree";"I rather disagree";"I strongly disagree";"I rather agree";"I strongly disagree";"I rather agree";"I strongly agree";"I rather agree";"I rather agree";"I rather disagree";"I strongly disagree";"I strongly agree";"I strongly agree";"I partially agree";"I strongly agree";"I partially agree";"11 to 49%";"";"No";"Major causes of pollution ";"Bachelor degree or higher";"Lower grade professional, administrative and managerial occupation, intermediate or teaching occupation";"N/A";"1595992351";"No";"N";"666.62";"";"";"9.39";"";"4.59";"5.32";"14.26";"7.57";"5.3";"";"7.31";"6.84";"16.69";"16.5";"10";"9.98";"13.6";"";"";"17.89";"16.68";"27.98";"19.58";"29.39";"19.07";"7.81";"";"";"";"82.43";"18.49";"16.76";"19.58";"9.87";"34.76";"10.54";"";"64.13";"41.25";"10.49";"14.75";"20.35";"";"17.1";"20.16";"20.21";"";"";""
"1719";"2020-07-29 05:13:03";"43";"en";"1620573623";"2020-07-29 05:02:01";"2020-07-29 05:13:03";"73.170.45.176";"https://s.cint.com/Consent/Collect/00eed077-e2c9-2252-ab50-e7c525c485af?sq=1&rv=1&tm.a=56&OldId=0&CIDFlag=0&TIDFlag=0&SurveyID=972263&CompleteFlag=0&TotalCompletes=0&Domain=comcast.net&FraudProfileScore=0&Country=US&GeoIP=1&Score=0&RVid=22BA6D79-ABB8-4310-B52D-13CF04745F8A&RVIDHash2=a5bdd39e3c9b3dc1af1f19bac8ad3250fae8aee82f07dd23c2cc4d902aa406fb&FraudFlagCount=0&FPF1=0&FPF2=0&FPF3=0&FPF4=0&FPF5=0&FPF6=0&FPF7=0&FPF8=0&FPF9=0&FPF10=0&FPF11=0&FPF12=0&FPF13=0&FPF14=0&FPF15=0&tm.r=242&tm.z=242";"00eed077-e2c9-2252-ab50-e7c525c485af";"";"1595991727";"A man";"18-24";"More than $75,000";"California - CA";"In a suburban area on the outskirts of a big city, or in a medium-sized city";"Several times a month";"is mainly due to human activity";"Yes";"No";"No";"No";"No";"No";"Significant";"Similar consequences in both regions";"Yes";"Yes";"Yes";"Yes";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"3";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold differentiated responsibilities, which means that some should make more efforts than others to combat climate change.";"I rather disagree";"I rather agree";"I rather agree";"I rather disagree";"I rather agree";"I rather disagree";"Yes";"No";"No";"Yes";"No";"I rather disagree";"I rather disagree";"I rather agree";"I strongly agree";"Countries should be held accountable for the carbon emissions of all the products they consume, including the emissions of imported products that occur abroad";"Countries should be held accountable for their historical emissions since 1990, when it was scientifically established that climate change was real and caused by human activities";"4";"2";"False";"False";"True";"True";"I rather disagree";"I strongly agree";"I strongly agree";"I strongly disagree";"I rather disagree";"I strongly agree";"I rather disagree";"I strongly agree";"I strongly agree";"I rather disagree";"I rather agree";"I rather disagree";"I strongly disagree";"I strongly agree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"less than 1%";"";"Yes";"";"Associate degree or higher";"Higher grade professional, administrative and managerial occupation (engineer, doctor, consultant, lawyer etc)";"fuck off europe, fuck off canada";"1595992383";"No";"N";"677.76";"";"";"6.03";"";"3.12";"3.36";"3.4";"4.73";"4.47";"";"7.69";"7.48";"16.5";"5.73";"6.09";"13.17";"22.55";"";"";"11.62";"8.86";"37.03";"11.24";"31.74";"7.26";"17.89";"";"";"";"99.72";"14.76";"26.34";"13.66";"20.13";"20.99";"129.7";"";"72.11";"10.15";"6.83";"4.82";"";"";"4.36";"8.67";"15.56";"";"";""
"1720";"2020-07-29 05:36:20";"43";"en";"426615227";"2020-07-29 05:22:26";"2020-07-29 05:36:20";"174.52.36.113";"https://s.cint.com/Survey/Fingerprint/c59d856c-7583-e555-c74b-b2b680231395?cpx.con=1";"c59d856c-7583-e555-c74b-b2b680231395";"";"1595992954";"A man";"18-24";"Less than $20,000";"Utah - UT";"In a suburban area on the outskirts of a big city, or in a medium-sized city";"Several times a year";"is mainly due to natural climate variability";"Yes";"Yes";"No";"No";"Yes";"No";"Significant";"Similar consequences in both regions";"No";"No";"Yes";"Yes";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"3";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I strongly disagree";"I strongly disagree";"I strongly agree";"I strongly agree";"I strongly disagree";"I strongly disagree";"No";"Yes";"Yes";"No";"No";"I rather disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"Countries should be held accountable for the carbon emissions of all the products they consume, including the emissions of imported products that occur abroad";"Countries should only be held accountable for their current emissions";"4";"2";"False";"True";"False";"True";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I strongly agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I strongly agree";"I strongly agree";"I strongly disagree";"I strongly agree";"I strongly agree";"I partially agree";"I strongly agree";"I partially agree";"11 to 49%";"";"Yes";"";"High school completion or higher";"Other (not employed)";"";"1595993780";"No";"N";"850.5";"";"";"8.73";"";"5.19";"6.4";"6.04";"8.71";"7.76";"";"8.95";"7.08";"25.75";"29.86";"12.94";"37.18";"23.25";"";"";"17.59";"62.57";"43.82";"48.69";"37.55";"15.87";"52.55";"";"";"";"108.31";"44.42";"15.31";"28.39";"33.22";"15.03";"14.2";"";"52.31";"26.85";"16.76";"8.24";"";"";"6";"12.17";"2.81";"";"";""
"1724";"2020-07-29 06:48:07";"43";"en";"1850969681";"2020-07-29 06:39:51";"2020-07-29 06:48:07";"108.49.199.215";"https://s.cint.com/Survey/Fingerprint/14c1e52a-de16-4e4b-9a0d-d2eafdd7ded0?cpx.con=1";"14c1e52a-de16-4e4b-9a0d-d2eafdd7ded0";"";"1595997593";"A man";"18-24";"$40,000 to $74,999";"Massaschusetts - MA";"In a suburban area on the outskirts of a big city, or in a medium-sized city";"Several times a year";"is mainly due to human activity";"Yes";"No";"No";"No";"No";"Yes";"Disastrous";"The USA";"No";"No";"Yes";"Yes";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"4";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I rather disagree";"I rather agree";"I rather agree";"I strongly agree";"I rather disagree";"I rather disagree";"Yes";"No";"Yes";"No";"No";"I rather agree";"I rather disagree";"I strongly disagree";"I rather disagree";"Countries should only be held accountable for the carbon emissions that occur on their territories";"Countries should be held for their historical emissions since 1850, when humans started emitting large quantities of carbon in the atmosphere";"3";"2";"False";"True";"False";"True";"I strongly disagree";"I rather agree";"I rather agree";"I strongly agree";"I strongly disagree";"I rather disagree";"I rather disagree";"I strongly agree";"I strongly agree";"I rather disagree";"I rather disagree";"I strongly agree";"I strongly disagree";"I strongly agree";"I partially agree";"I partially disagree";"I partially agree";"I partially disagree";"50 to 90%";"";"Yes";"";"High school completion or higher";"Employee (office, service, sales and clerical occupation)";"";"1595998087";"No";"N";"511.27";"";"";"2.89";"";"4.17";"3.45";"3.58";"5.66";"4.1";"";"7.32";"6.47";"10.28";"10.7";"7";"8.95";"12.94";"";"";"13.75";"26.96";"52.05";"22.54";"26.95";"11.04";"9.08";"";"";"";"65.66";"17.2";"31";"10.76";"14.37";"11.34";"13.35";"";"32.38";"34.3";"7.83";"5.52";"";"";"4.35";"8.6";"4.73";"";"";""
"1725";"2020-07-29 07:26:10";"43";"en";"842683221";"2020-07-29 07:06:24";"2020-07-29 07:26:10";"66.58.147.21";"https://s.cint.com/Consent/Collect/fc45a04f-4727-e67e-1d68-976e4de53fb3?sq=1&rv=1&tm.a=161&OldId=88745507&CIDFlag=0&TIDFlag=0&SurveyID=972263&CompleteFlag=0&TotalCompletes=0&Domain=gci.com&FraudProfileScore=0&Country=US&GeoIP=1&Score=100&RVid=903F32A0-1A3A-4ED5-AFE6-0B6FBF75FB7D&RVIDHash2=429b5c89d3a281a4546bb64708ed9145980af8fe36bbaaefb8607abd99c3e582&FraudFlagCount=0&FPF1=0&FPF2=0&FPF3=0&FPF4=0&FPF5=0&FPF6=0&FPF7=0&FPF8=0&FPF9=0&FPF10=0&FPF11=0&FPF12=0&FPF13=0&FPF14=0&FPF15=0&tm.r=482&tm.z=482";"fc45a04f-4727-e67e-1d68-976e4de53fb3";"";"1595999189";"A man";"18-24";"More than $75,000";"Alaska - AK";"In a suburban area on the outskirts of a big city, or in a medium-sized city";"Several times a month";"is mainly due to human activity";"No";"Yes";"No";"No";"Yes";"Yes";"Significant";"Similar consequences in both regions";"No";"No";"Yes";"Yes";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"3";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I rather disagree";"I rather disagree";"I rather agree";"I rather agree";"I rather disagree";"I rather disagree";"No";"Yes";"Yes";"No";"No";"I rather disagree";"I rather disagree";"I rather disagree";"I rather disagree";"Countries should be held accountable for the carbon emissions of all the products they consume, including the emissions of imported products that occur abroad";"Countries should only be held accountable for their current emissions";"4";"2";"False";"True";"False";"True";"I rather disagree";"I rather agree";"I strongly disagree";"I rather agree";"I rather disagree";"I rather agree";"I rather disagree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I strongly disagree";"I strongly agree";"I strongly agree";"I partially agree";"I partially agree";"I partially disagree";"50 to 90%";"";"No";"the technological skills available in each area to accomplish changes";"High school completion or higher";"Student";"any improvement is a step forward, we will develop better technologies that may help reduce problems further down the road  All people need to commit to doing their part now, the future is more important than the past - playing the blame game as to who is/was most to blame is not productive.  We need to share technologies and eco practices and change mind sets to benefit all of mankind";"1596000370";"No";"N";"1201.37";"";"";"5.45";"";"4.18";"4.38";"4.29";"4.45";"4.47";"";"5.57";"15.24";"31.67";"7.36";"7.42";"19.6";"16.77";"";"";"36.63";"10.44";"56.37";"36.7";"36.58";"13.23";"22.41";"";"";"";"88.06";"22.77";"36.85";"39.13";"81.15";"20.07";"20.62";"";"85.78";"66.36";"11.59";"14.21";"67.81";"";"9.19";"7.26";"287.31";"";"";""
"1727";"2020-07-29 08:06:20";"43";"en";"1530059511";"2020-07-29 07:53:00";"2020-07-29 08:06:20";"72.68.138.20";"https://s.cint.com/Consent/Collect/9c9c69c7-f211-3759-c5e0-5eb77072911e?sq=1&rv=1&tm.a=40&OldId=243824320&CIDFlag=0&TIDFlag=0&SurveyID=972263&CompleteFlag=0&TotalCompletes=0&Domain=verizon.com&FraudProfileScore=5&Country=US&GeoIP=1&Score=100&RVid=69E13C12-AF80-4C24-A4F3-6413241139DC&RVIDHash2=0503a1721805c830fc9a59c6acb49e2f8e1bf3acea7a29cae569886bad17624b&FraudFlagCount=1&FPF1=0&FPF2=0&FPF3=0&FPF4=0&FPF5=1&FPF6=0&FPF7=0&FPF8=0&FPF9=0&FPF10=0&FPF11=0&FPF12=0&FPF13=0&FPF14=0&FPF15=0&tm.r=140&tm.z=140";"9c9c69c7-f211-3759-c5e0-5eb77072911e";"";"1596001994";"A man";"18-24";"More than $75,000";"New York - NY";"In a suburban area on the outskirts of a big city, or in a medium-sized city";"Several times a month";"is mainly due to natural climate variability";"No";"Yes";"No";"No";"No";"No";"Small";"Similar consequences in both regions";"No";"No";"Yes";"Yes";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"3";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I strongly agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"No";"Yes";"Yes";"No";"No";"I rather disagree";"I strongly disagree";"I rather agree";"I strongly agree";"Countries should be held accountable for the carbon emissions of all the products they consume, including the emissions of imported products that occur abroad";"Countries should be held accountable for their historical emissions since 1990, when it was scientifically established that climate change was real and caused by human activities";"4";"1";"True";"False";"False";"True";"I rather disagree";"I rather agree";"I rather disagree";"I rather agree";"I rather disagree";"I strongly agree";"I rather disagree";"I strongly agree";"I rather agree";"I rather agree";"I rather agree";"I strongly agree";"I strongly disagree";"I partially agree";"I partially agree";"I partially agree";"I partially agree";"I strongly agree";"1 to 10%";"";"Yes";"";"Bachelor degree or higher";"Other (not employed)";"no comment";"1596002780";"No";"N";"815.27";"";"";"14.52";"";"11.64";"37";"34.78";"10.3";"8.92";"";"10.76";"21.47";"20.32";"8.97";"8.62";"14.18";"33.24";"";"";"17.92";"10.54";"33.3";"33.39";"35.41";"13.83";"12.71";"";"";"";"62.43";"16.24";"41.56";"20.18";"29.97";"26.47";"21.4";"";"62.32";"66.04";"24.5";"6.61";"";"";"10.62";"18.7";"16.41";"";"";""
"1728";"2020-07-29 08:57:12";"43";"en";"1725874174";"2020-07-29 08:48:43";"2020-07-29 08:57:12";"68.102.77.28";"https://s.cint.com/Consent/Collect/d6fd3ca5-1003-1875-a182-0bd684d4705c?sq=1&rv=1&tm.a=29&OldId=272438988&CIDFlag=0&TIDFlag=0&SurveyID=972263&CompleteFlag=0&TotalCompletes=0&Domain=cox.com&FraudProfileScore=5&Country=US&GeoIP=1&Score=100&RVid=B853A532-9198-4DEA-8279-1E176234D419&RVIDHash2=6da1cf1ca341c25ddf081d23774e6f565084c7657a356644e1cc8caf812b12b1&FraudFlagCount=1&FPF1=0&FPF2=0&FPF3=0&FPF4=0&FPF5=1&FPF6=0&FPF7=0&FPF8=0&FPF9=0&FPF10=0&FPF11=0&FPF12=0&FPF13=0&FPF14=0&FPF15=0&tm.r=181&tm.z=182";"d6fd3ca5-1003-1875-a182-0bd684d4705c";"";"1596005328";"A man";"18-24";"$40,000 to $74,999";"Kansas - KS";"In a suburban area on the outskirts of a big city, or in a medium-sized city";"Several times a month";"is mainly due to human activity";"Yes";"Yes";"No";"No";"No";"No";"Significant";"The European Union";"No";"No";"Yes";"No";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"4";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold differentiated responsibilities, which means that some should make more efforts than others to combat climate change.";"I strongly disagree";"I rather disagree";"I rather agree";"I rather agree";"I rather disagree";"I rather disagree";"No";"Yes";"Yes";"No";"No";"I rather disagree";"I rather agree";"I rather disagree";"I rather disagree";"Countries should only be held accountable for the carbon emissions that occur on their territories";"Countries should be held accountable for their historical emissions since 1990, when it was scientifically established that climate change was real and caused by human activities";"3";"1";"False";"True";"False";"True";"I strongly disagree";"I strongly agree";"I rather disagree";"I rather disagree";"I rather disagree";"I strongly agree";"I rather disagree";"I strongly agree";"I rather agree";"I rather disagree";"I rather agree";"I strongly agree";"I strongly disagree";"I strongly agree";"I strongly agree";"I strongly disagree";"I strongly agree";"I strongly disagree";"50 to 90%";"";"Yes";"";"High school completion or higher";"Student";"";"1596005832";"No";"N";"523.8";"";"";"5.08";"";"3.22";"3.44";"5.23";"6.5";"4.07";"";"5.07";"4.93";"18.06";"7.81";"8.38";"8.35";"7.86";"";"";"12.22";"9.88";"41.55";"11.3";"23.14";"12.35";"9.69";"";"";"";"80.97";"19.48";"24.94";"37.42";"14.57";"23.48";"34.88";"";"15.96";"40.23";"7.49";"4.71";"";"";"4.51";"3.83";"3.2";"";"";""
"1730";"2020-07-29 09:26:13";"43";"en";"547147310";"2020-07-29 09:16:19";"2020-07-29 09:26:13";"174.235.148.141";"https://s.cint.com/Consent/Collect/f3552362-1763-3e50-0845-147e8f7268b8?sq=1&rv=1&tm.a=1096&OldId=0&CIDFlag=0&TIDFlag=0&SurveyID=972263&CompleteFlag=0&TotalCompletes=0&Domain=verizonwireless.com&FraudProfileScore=5&Country=US&GeoIP=1&Score=0&RVid=712AFB1D-E357-48E1-94FC-CD5F153A572F&RVIDHash2=c8cfe969239e5906599f023b6294e9def11119e5bba780d347e9e41a9369d2e0&FraudFlagCount=1&FPF1=0&FPF2=0&FPF3=0&FPF4=0&FPF5=1&FPF6=0&FPF7=0&FPF8=0&FPF9=0&FPF10=0&FPF11=0&FPF12=0&FPF13=0&FPF14=0&FPF15=0&tm.r=2739&tm.z=2739";"f3552362-1763-3e50-0845-147e8f7268b8";"";"1596006992";"A man";"18-24";"Less than $20,000";"California - CA";"In an urban area of a big city";"Several times a month";"is mainly due to human activity";"Yes";"Yes";"No";"No";"Yes";"No";"Disastrous";"The USA";"No";"Yes";"Yes";"Yes";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"4";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold differentiated responsibilities, which means that some should make more efforts than others to combat climate change.";"I rather disagree";"I strongly disagree";"I rather disagree";"I rather disagree";"I rather agree";"I rather agree";"Yes";"No";"No";"No";"Yes";"I rather agree";"I rather agree";"I rather agree";"I rather disagree";"Countries should only be held accountable for the carbon emissions that occur on their territories";"Countries should be held accountable for their historical emissions since 1990, when it was scientifically established that climate change was real and caused by human activities";"3";"2";"False";"True";"True";"False";"I rather agree";"I rather disagree";"I rather disagree";"I rather agree";"I rather agree";"I rather agree";"I rather disagree";"I rather agree";"I strongly agree";"I rather disagree";"I rather agree";"I rather disagree";"I strongly disagree";"I strongly agree";"I strongly agree";"I partially disagree";"I partially agree";"I partially agree";"50 to 90%";"";"Yes";"";"High school completion or higher";"Employee (office, service, sales and clerical occupation)";"";"1596007573";"No";"N";"608.62";"";"";"13.8";"";"5.26";"10.34";"7.44";"6.57";"15.06";"";"26.7";"37.65";"19.48";"14.96";"7.19";"21.67";"20.68";"";"";"21.68";"12.05";"33.11";"15.09";"26.47";"11.62";"16.41";"";"";"";"41.74";"9.05";"19.81";"35.05";"18.24";"11.58";"29.11";"";"52.53";"12.14";"8.39";"6.37";"";"";"3.73";"14.46";"3.19";"";"";""
"1736";"2020-07-29 11:33:24";"43";"en";"168208976";"2020-07-29 11:18:47";"2020-07-29 11:33:24";"172.112.54.243";"https://s.cint.com/Survey/Fingerprint/3daf3451-c6eb-d987-2f70-038447e5db82";"3daf3451-c6eb-d987-2f70-038447e5db82";"";"1596014330";"A man";"45-54";"More than $75,000";"California - CA";"In a suburban area on the outskirts of a big city, or in a medium-sized city";"Several times a year";"is mainly due to human activity";"No";"Yes";"No";"No";"No";"No";"Significant";"Similar consequences in both regions";"No";"Yes";"No";"No";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"3";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I rather disagree";"I rather disagree";"I strongly agree";"I rather disagree";"I rather disagree";"I rather disagree";"Yes";"Yes";"No";"No";"No";"I rather disagree";"I rather disagree";"I rather disagree";"I rather disagree";"Countries should be held accountable for the carbon emissions of all the products they consume, including the emissions of imported products that occur abroad";"Countries should only be held accountable for their current emissions";"4";"1";"False";"True";"False";"True";"I rather disagree";"I rather agree";"I rather disagree";"I rather agree";"I rather disagree";"I rather agree";"I rather disagree";"I rather agree";"I rather disagree";"I rather agree";"I strongly disagree";"I rather agree";"I strongly disagree";"I partially disagree";"I strongly agree";"I partially agree";"I partially agree";"I partially agree";"50 to 90%";"";"Yes";"";"Bachelor degree or higher";"Employee (office, service, sales and clerical occupation)";"none";"1596015204";"No";"N";"893.32";"";"";"3.53";"";"3.68";"3.46";"3.35";"3.49";"3.51";"";"5.97";"5.77";"13.95";"6.27";"7.63";"12.69";"13.89";"";"";"29.51";"10.01";"164.33";"43.12";"154.65";"12.84";"27.35";"";"";"";"87.97";"30.25";"28.37";"15.76";"10.47";"9.55";"21.59";"";"40.24";"30.22";"51.14";"9.02";"";"";"3.53";"18.33";"7.88";"";"";""
